"","ARREST_DATE","CITY_COUNCIL_DISTRICT","Arrest.Count"
"2951",2018-11-01,"30",10
"2952",2018-11-01,"31",7
"2953",2018-11-01,"32",10
"2954",2018-11-01,"33",67
"2955",2018-11-01,"34",7
"2956",2018-11-01,"35",16
"2957",2018-11-01,"36",6
"2958",2018-11-01,"37",49
"2959",2018-11-01,"38",12
"2960",2018-11-01,"39",8
"2961",2018-11-01,"40",15
"2962",2018-11-01,"41",14
"2963",2018-11-01,"42",5
"2964",2018-11-01,"43",10
"2965",2018-11-01,"44",13
"2966",2018-11-01,"45",8
"2967",2018-11-01,"46",4
"2968",2018-11-01,"47",10
"2969",2018-11-01,"48",15
"2970",2018-11-01,"49",30
"2971",2018-11-01,"50",5
"2972",2018-11-02,"01",26
"2973",2018-11-02,"02",16
"2974",2018-11-02,"03",41
"2975",2018-11-02,"04",11
"2976",2018-11-02,"05",11
"2977",2018-11-02,"06",12
"2978",2018-11-02,"07",21
"2979",2018-11-02,"08",33
"2980",2018-11-02,"09",12
"2981",2018-11-02,"10",31
"2982",2018-11-02,"11",14
"2983",2018-11-02,"12",6
"2984",2018-11-02,"13",10
"2985",2018-11-02,"14",16
"2986",2018-11-02,"15",34
"2987",2018-11-02,"16",20
"2988",2018-11-02,"17",13
"2989",2018-11-02,"18",5
"2990",2018-11-02,"19",18
"2991",2018-11-02,"20",3
"2992",2018-11-02,"21",9
"2993",2018-11-02,"22",17
"2994",2018-11-02,"23",19
"2995",2018-11-02,"24",15
"2996",2018-11-02,"25",11
"2997",2018-11-02,"26",2
"2998",2018-11-02,"27",18
"2999",2018-11-02,"28",22
"3000",2018-11-02,"29",5
"3001",2018-11-02,"30",6
"3002",2018-11-02,"31",7
"3003",2018-11-02,"32",5
"3004",2018-11-02,"33",44
"3005",2018-11-02,"34",10
"3006",2018-11-02,"35",7
"3007",2018-11-02,"36",3
"3008",2018-11-02,"37",38
"3009",2018-11-02,"38",8
"3010",2018-11-02,"39",10
"3011",2018-11-02,"40",11
"3012",2018-11-02,"41",15
"3013",2018-11-02,"42",7
"3014",2018-11-02,"43",7
"3015",2018-11-02,"45",7
"3016",2018-11-02,"46",3
"3017",2018-11-02,"47",15
"3018",2018-11-02,"48",9
"3019",2018-11-02,"49",20
"3020",2018-11-02,"50",5
"3021",2018-11-03,"01",16
"3022",2018-11-03,"02",7
"3023",2018-11-03,"03",25
"3024",2018-11-03,"04",5
"3025",2018-11-03,"05",4
"3026",2018-11-03,"06",5
"3027",2018-11-03,"07",16
"3028",2018-11-03,"08",21
"3029",2018-11-03,"09",11
"3030",2018-11-03,"10",28
"3031",2018-11-03,"11",11
"3032",2018-11-03,"12",9
"3033",2018-11-03,"13",16
"3034",2018-11-03,"14",11
"3035",2018-11-03,"15",20
"3036",2018-11-03,"16",14
"3037",2018-11-03,"17",5
"3038",2018-11-03,"18",8
"3039",2018-11-03,"19",8
"3040",2018-11-03,"20",4
"3041",2018-11-03,"21",10
"3042",2018-11-03,"22",8
"3043",2018-11-03,"23",14
"3044",2018-11-03,"24",5
"3045",2018-11-03,"25",8
"3046",2018-11-03,"26",4
"3047",2018-11-03,"27",7
"3048",2018-11-03,"28",10
"3049",2018-11-03,"29",1
"3050",2018-11-03,"30",5
"3051",2018-11-03,"31",8
"3052",2018-11-03,"32",2
"3053",2018-11-03,"33",39
"3054",2018-11-03,"34",5
"3055",2018-11-03,"35",11
"3056",2018-11-03,"36",2
"3057",2018-11-03,"37",42
"3058",2018-11-03,"38",10
"3059",2018-11-03,"39",3
"3060",2018-11-03,"40",5
"3061",2018-11-03,"41",5
"3062",2018-11-03,"42",6
"3063",2018-11-03,"43",5
"3064",2018-11-03,"44",5
"3065",2018-11-03,"45",1
"3066",2018-11-03,"46",2
"3067",2018-11-03,"47",4
"3068",2018-11-03,"48",11
"3069",2018-11-03,"49",15
"3070",2018-11-03,"50",2
"3071",2018-11-04,"01",29
"3072",2018-11-04,"02",7
"3073",2018-11-04,"03",13
"3074",2018-11-04,"04",2
"3075",2018-11-04,"05",5
"3076",2018-11-04,"06",4
"3077",2018-11-04,"07",8
"3078",2018-11-04,"08",18
"3079",2018-11-04,"09",10
"3080",2018-11-04,"10",22
"3081",2018-11-04,"11",8
"3082",2018-11-04,"12",7
"3083",2018-11-04,"13",5
"3084",2018-11-04,"14",10
"3085",2018-11-04,"15",19
"3086",2018-11-04,"16",19
"3087",2018-11-04,"17",7
"3088",2018-11-04,"18",6
"3089",2018-11-04,"19",5
"3090",2018-11-04,"20",2
"3091",2018-11-04,"21",9
"3092",2018-11-04,"22",7
"3093",2018-11-04,"23",11
"3094",2018-11-04,"24",12
"3095",2018-11-04,"25",6
"3096",2018-11-04,"26",3
"3097",2018-11-04,"27",7
"3098",2018-11-04,"28",13
"3099",2018-11-04,"29",1
"3100",2018-11-04,"30",6
"3101",2018-11-04,"31",5
"3102",2018-11-04,"32",2
"3103",2018-11-04,"33",29
"3104",2018-11-04,"34",10
"3105",2018-11-04,"35",13
"3106",2018-11-04,"36",6
"3107",2018-11-04,"37",31
"3108",2018-11-04,"38",3
"3109",2018-11-04,"39",5
"3110",2018-11-04,"40",7
"3111",2018-11-04,"41",6
"3112",2018-11-04,"42",1
"3113",2018-11-04,"43",1
"3114",2018-11-04,"44",4
"3115",2018-11-04,"45",3
"3116",2018-11-04,"46",5
"3117",2018-11-04,"47",7
"3118",2018-11-04,"48",7
"3119",2018-11-04,"49",7
"3120",2018-11-04,"50",4
"3121",2018-11-05,"01",26
"3122",2018-11-05,"02",6
"3123",2018-11-05,"03",28
"3124",2018-11-05,"04",5
"3125",2018-11-05,"05",11
"3126",2018-11-05,"06",8
"3127",2018-11-05,"07",7
"3128",2018-11-05,"08",29
"3129",2018-11-05,"09",7
"3130",2018-11-05,"10",13
"3131",2018-11-05,"11",17
"3132",2018-11-05,"12",10
"3133",2018-11-05,"13",4
"3134",2018-11-05,"14",9
"3135",2018-11-05,"15",24
"3136",2018-11-05,"16",21
"3137",2018-11-05,"17",6
"3138",2018-11-05,"18",5
"3139",2018-11-05,"19",3
"3140",2018-11-05,"20",1
"3141",2018-11-05,"21",8
"3142",2018-11-05,"22",11
"3143",2018-11-05,"23",9
"3144",2018-11-05,"24",12
"3145",2018-11-05,"25",4
"3146",2018-11-05,"26",3
"3147",2018-11-05,"27",14
"3148",2018-11-05,"28",14
"3149",2018-11-05,"29",4
"3150",2018-11-05,"30",4
"3151",2018-11-05,"31",4
"3152",2018-11-05,"32",4
"3153",2018-11-05,"33",23
"3154",2018-11-05,"34",9
"3155",2018-11-05,"35",5
"3156",2018-11-05,"36",1
"3157",2018-11-05,"37",9
"3158",2018-11-05,"38",2
"3159",2018-11-05,"39",8
"3160",2018-11-05,"40",13
"3161",2018-11-05,"41",3
"3162",2018-11-05,"42",3
"3163",2018-11-05,"43",4
"3164",2018-11-05,"44",3
"3165",2018-11-05,"45",4
"3166",2018-11-05,"46",1
"3167",2018-11-05,"47",10
"3168",2018-11-05,"48",12
"3169",2018-11-05,"49",14
"3170",2018-11-05,"50",7
"3171",2018-11-06,"01",32
"3172",2018-11-06,"02",10
"3173",2018-11-06,"03",50
"3174",2018-11-06,"04",6
"3175",2018-11-06,"05",8
"3176",2018-11-06,"06",4
"3177",2018-11-06,"07",13
"3178",2018-11-06,"08",36
"3179",2018-11-06,"09",21
"3180",2018-11-06,"10",33
"3181",2018-11-06,"11",11
"3182",2018-11-06,"12",10
"3183",2018-11-06,"13",6
"3184",2018-11-06,"14",13
"3185",2018-11-06,"15",9
"3186",2018-11-06,"16",13
"3187",2018-11-06,"17",8
"3188",2018-11-06,"18",7
"3189",2018-11-06,"19",7
"3190",2018-11-06,"20",5
"3191",2018-11-06,"21",11
"3192",2018-11-06,"22",16
"3193",2018-11-06,"23",10
"3194",2018-11-06,"24",9
"3195",2018-11-06,"25",6
"3196",2018-11-06,"26",1
"3197",2018-11-06,"27",20
"3198",2018-11-06,"28",5
"3199",2018-11-06,"29",5
"3200",2018-11-06,"30",4
"3201",2018-11-06,"31",8
"3202",2018-11-06,"32",4
"3203",2018-11-06,"33",36
"3204",2018-11-06,"34",6
"3205",2018-11-06,"35",6
"3206",2018-11-06,"36",3
"3207",2018-11-06,"37",23
"3208",2018-11-06,"38",5
"3209",2018-11-06,"39",7
"3210",2018-11-06,"40",10
"3211",2018-11-06,"41",5
"3212",2018-11-06,"42",5
"3213",2018-11-06,"43",2
"3214",2018-11-06,"44",2
"3215",2018-11-06,"45",5
"3216",2018-11-06,"46",6
"3217",2018-11-06,"47",7
"3218",2018-11-06,"48",13
"3219",2018-11-06,"49",13
"3220",2018-11-06,"50",8
"3221",2018-11-07,"01",51
"3222",2018-11-07,"02",19
"3223",2018-11-07,"03",50
"3224",2018-11-07,"04",14
"3225",2018-11-07,"05",10
"3226",2018-11-07,"06",6
"3227",2018-11-07,"07",27
"3228",2018-11-07,"08",53
"3229",2018-11-07,"09",14
"3230",2018-11-07,"10",33
"3231",2018-11-07,"11",11
"3232",2018-11-07,"12",9
"3233",2018-11-07,"13",16
"3234",2018-11-07,"14",14
"3235",2018-11-07,"15",29
"3236",2018-11-07,"16",26
"3237",2018-11-07,"17",15
"3238",2018-11-07,"18",7
"3239",2018-11-07,"19",12
"3240",2018-11-07,"20",4
"3241",2018-11-07,"21",15
"3242",2018-11-07,"22",19
"3243",2018-11-07,"23",21
"3244",2018-11-07,"24",21
"3245",2018-11-07,"25",10
"3246",2018-11-07,"26",4
"3247",2018-11-07,"27",24
"3248",2018-11-07,"28",18
"3249",2018-11-07,"29",10
"3250",2018-11-07,"30",4
"3251",2018-11-07,"31",5
"3252",2018-11-07,"32",5
"3253",2018-11-07,"33",30
"3254",2018-11-07,"34",11
"3255",2018-11-07,"35",8
"3256",2018-11-07,"36",3
"3257",2018-11-07,"37",32
"3258",2018-11-07,"38",8
"3259",2018-11-07,"39",9
"3260",2018-11-07,"40",16
"3261",2018-11-07,"41",10
"3262",2018-11-07,"42",3
"3263",2018-11-07,"43",6
"3264",2018-11-07,"44",3
"3265",2018-11-07,"45",3
"3266",2018-11-07,"46",4
"3267",2018-11-07,"47",12
"3268",2018-11-07,"48",18
"3269",2018-11-07,"49",23
"3270",2018-11-07,"50",5
"3271",2018-11-08,"01",46
"3272",2018-11-08,"02",21
"3273",2018-11-08,"03",39
"3274",2018-11-08,"04",14
"3275",2018-11-08,"05",12
"3276",2018-11-08,"06",9
"3277",2018-11-08,"07",24
"3278",2018-11-08,"08",48
"3279",2018-11-08,"09",17
"3280",2018-11-08,"10",26
"3281",2018-11-08,"11",11
"3282",2018-11-08,"12",12
"3283",2018-11-08,"13",16
"3284",2018-11-08,"14",8
"3285",2018-11-08,"15",20
"3286",2018-11-08,"16",34
"3287",2018-11-08,"17",16
"3288",2018-11-08,"18",10
"3289",2018-11-08,"19",17
"3290",2018-11-08,"20",5
"3291",2018-11-08,"21",6
"3292",2018-11-08,"22",18
"3293",2018-11-08,"23",22
"3294",2018-11-08,"24",16
"3295",2018-11-08,"25",11
"3296",2018-11-08,"26",14
"3297",2018-11-08,"27",22
"3298",2018-11-08,"28",29
"3299",2018-11-08,"29",7
"3300",2018-11-08,"30",7
"3301",2018-11-08,"31",4
"3302",2018-11-08,"32",7
"3303",2018-11-08,"33",36
"3304",2018-11-08,"34",10
"3305",2018-11-08,"35",5
"3306",2018-11-08,"36",3
"3307",2018-11-08,"37",34
"3308",2018-11-08,"38",20
"3309",2018-11-08,"39",5
"3310",2018-11-08,"40",21
"3311",2018-11-08,"41",10
"3312",2018-11-08,"42",12
"3313",2018-11-08,"43",11
"3314",2018-11-08,"44",7
"3315",2018-11-08,"45",1
"3316",2018-11-08,"46",8
"3317",2018-11-08,"47",12
"3318",2018-11-08,"48",17
"3319",2018-11-08,"49",28
"3320",2018-11-08,"50",3
"3321",2018-11-09,"01",20
"3322",2018-11-09,"02",4
"3323",2018-11-09,"03",39
"3324",2018-11-09,"04",8
"3325",2018-11-09,"05",10
"3326",2018-11-09,"06",19
"3327",2018-11-09,"07",13
"3328",2018-11-09,"08",28
"3329",2018-11-09,"09",10
"3330",2018-11-09,"10",23
"3331",2018-11-09,"11",14
"3332",2018-11-09,"12",5
"3333",2018-11-09,"13",9
"3334",2018-11-09,"14",10
"3335",2018-11-09,"15",22
"3336",2018-11-09,"16",11
"3337",2018-11-09,"17",11
"3338",2018-11-09,"18",9
"3339",2018-11-09,"19",16
"3340",2018-11-09,"21",8
"3341",2018-11-09,"22",10
"3342",2018-11-09,"23",13
"3343",2018-11-09,"24",12
"3344",2018-11-09,"25",24
"3345",2018-11-09,"26",3
"3346",2018-11-09,"27",14
"3347",2018-11-09,"28",15
"3348",2018-11-09,"29",5
"3349",2018-11-09,"30",4
"3350",2018-11-09,"31",9
"3351",2018-11-09,"32",3
"3352",2018-11-09,"33",30
"3353",2018-11-09,"34",8
"3354",2018-11-09,"35",9
"3355",2018-11-09,"36",6
"3356",2018-11-09,"37",28
"3357",2018-11-09,"38",8
"3358",2018-11-09,"39",6
"3359",2018-11-09,"40",6
"3360",2018-11-09,"41",7
"3361",2018-11-09,"42",12
"3362",2018-11-09,"43",5
"3363",2018-11-09,"44",10
"3364",2018-11-09,"45",5
"3365",2018-11-09,"46",7
"3366",2018-11-09,"47",7
"3367",2018-11-09,"48",8
"3368",2018-11-09,"49",32
"3369",2018-11-09,"50",2
"3370",2018-11-10,"01",24
"3371",2018-11-10,"02",9
"3372",2018-11-10,"03",25
"3373",2018-11-10,"04",9
"3374",2018-11-10,"05",10
"3375",2018-11-10,"06",12
"3376",2018-11-10,"07",10
"3377",2018-11-10,"08",18
"3378",2018-11-10,"09",13
"3379",2018-11-10,"10",20
"3380",2018-11-10,"11",18
"3381",2018-11-10,"12",8
"3382",2018-11-10,"13",9
"3383",2018-11-10,"14",15
"3384",2018-11-10,"15",20
"3385",2018-11-10,"16",19
"3386",2018-11-10,"17",8
"3387",2018-11-10,"18",5
"3388",2018-11-10,"19",8
"3389",2018-11-10,"21",6
"3390",2018-11-10,"22",12
"3391",2018-11-10,"23",13
"3392",2018-11-10,"24",10
"3393",2018-11-10,"25",14
"3394",2018-11-10,"26",4
"3395",2018-11-10,"27",12
"3396",2018-11-10,"28",13
"3397",2018-11-10,"29",4
"3398",2018-11-10,"30",3
"3399",2018-11-10,"31",10
"3400",2018-11-10,"32",2
"3401",2018-11-10,"33",33
"3402",2018-11-10,"34",6
"3403",2018-11-10,"35",9
"3404",2018-11-10,"36",3
"3405",2018-11-10,"37",29
"3406",2018-11-10,"38",19
"3407",2018-11-10,"39",13
"3408",2018-11-10,"40",11
"3409",2018-11-10,"41",14
"3410",2018-11-10,"42",5
"3411",2018-11-10,"43",8
"3412",2018-11-10,"44",4
"3413",2018-11-10,"45",3
"3414",2018-11-10,"46",3
"3415",2018-11-10,"47",6
"3416",2018-11-10,"48",14
"3417",2018-11-10,"49",6
"3418",2018-11-10,"50",18
"3419",2018-11-11,"01",19
"3420",2018-11-11,"02",8
"3421",2018-11-11,"03",22
"3422",2018-11-11,"04",3
"3423",2018-11-11,"05",2
"3424",2018-11-11,"06",5
"3425",2018-11-11,"07",12
"3426",2018-11-11,"08",24
"3427",2018-11-11,"09",3
"3428",2018-11-11,"10",22
"3429",2018-11-11,"11",12
"3430",2018-11-11,"12",6
"3431",2018-11-11,"13",15
"3432",2018-11-11,"14",4
"3433",2018-11-11,"15",24
"3434",2018-11-11,"16",16
"3435",2018-11-11,"17",5
"3436",2018-11-11,"18",8
"3437",2018-11-11,"19",6
"3438",2018-11-11,"20",5
"3439",2018-11-11,"21",13
"3440",2018-11-11,"22",3
"3441",2018-11-11,"23",9
"3442",2018-11-11,"24",12
"3443",2018-11-11,"25",7
"3444",2018-11-11,"26",8
"3445",2018-11-11,"27",10
"3446",2018-11-11,"28",7
"3447",2018-11-11,"29",4
"3448",2018-11-11,"30",3
"3449",2018-11-11,"31",4
"3450",2018-11-11,"32",3
"3451",2018-11-11,"33",21
"3452",2018-11-11,"34",10
"3453",2018-11-11,"35",6
"3454",2018-11-11,"36",1
"3455",2018-11-11,"37",30
"3456",2018-11-11,"38",9
"3457",2018-11-11,"39",6
"3458",2018-11-11,"40",4
"3459",2018-11-11,"41",3
"3460",2018-11-11,"42",5
"3461",2018-11-11,"43",12
"3462",2018-11-11,"44",6
"3463",2018-11-11,"45",6
"3464",2018-11-11,"46",5
"3465",2018-11-11,"47",13
"3466",2018-11-11,"48",11
"3467",2018-11-11,"49",8
"3468",2018-11-11,"50",7
"3469",2018-11-12,"01",24
"3470",2018-11-12,"02",5
"3471",2018-11-12,"03",34
"3472",2018-11-12,"04",3
"3473",2018-11-12,"05",5
"3474",2018-11-12,"06",6
"3475",2018-11-12,"07",12
"3476",2018-11-12,"08",22
"3477",2018-11-12,"09",10
"3478",2018-11-12,"10",36
"3479",2018-11-12,"11",10
"3480",2018-11-12,"12",7
"3481",2018-11-12,"13",3
"3482",2018-11-12,"14",15
"3483",2018-11-12,"15",14
"3484",2018-11-12,"16",7
"3485",2018-11-12,"17",6
"3486",2018-11-12,"18",4
"3487",2018-11-12,"19",2
"3488",2018-11-12,"20",6
"3489",2018-11-12,"21",5
"3490",2018-11-12,"22",17
"3491",2018-11-12,"23",13
"3492",2018-11-12,"24",8
"3493",2018-11-12,"25",17
"3494",2018-11-12,"26",6
"3495",2018-11-12,"27",20
"3496",2018-11-12,"28",45
"3497",2018-11-12,"29",9
"3498",2018-11-12,"30",9
"3499",2018-11-12,"31",5
"3500",2018-11-12,"32",2
"3501",2018-11-12,"33",22
"3502",2018-11-12,"34",7
"3503",2018-11-12,"35",11
"3504",2018-11-12,"36",2
"3505",2018-11-12,"37",18
"3506",2018-11-12,"38",7
"3507",2018-11-12,"39",1
"3508",2018-11-12,"40",9
"3509",2018-11-12,"41",3
"3510",2018-11-12,"42",4
"3511",2018-11-12,"43",9
"3512",2018-11-12,"44",4
"3513",2018-11-12,"45",3
"3514",2018-11-12,"46",4
"3515",2018-11-12,"47",6
"3516",2018-11-12,"48",9
"3517",2018-11-12,"49",23
"3518",2018-11-12,"50",6
"3519",2018-11-13,"01",27
"3520",2018-11-13,"02",11
"3521",2018-11-13,"03",31
"3522",2018-11-13,"04",15
"3523",2018-11-13,"05",11
"3524",2018-11-13,"06",19
"3525",2018-11-13,"07",18
"3526",2018-11-13,"08",38
"3527",2018-11-13,"09",13
"3528",2018-11-13,"10",22
"3529",2018-11-13,"11",33
"3530",2018-11-13,"12",13
"3531",2018-11-13,"13",10
"3532",2018-11-13,"14",20
"3533",2018-11-13,"15",29
"3534",2018-11-13,"16",22
"3535",2018-11-13,"17",10
"3536",2018-11-13,"18",6
"3537",2018-11-13,"19",8
"3538",2018-11-13,"20",1
"3539",2018-11-13,"21",11
"3540",2018-11-13,"22",5
"3541",2018-11-13,"23",11
"3542",2018-11-13,"24",10
"3543",2018-11-13,"25",3
"3544",2018-11-13,"27",18
"3545",2018-11-13,"28",16
"3546",2018-11-13,"29",14
"3547",2018-11-13,"30",7
"3548",2018-11-13,"31",2
"3549",2018-11-13,"32",5
"3550",2018-11-13,"33",35
"3551",2018-11-13,"34",6
"3552",2018-11-13,"35",11
"3553",2018-11-13,"36",2
"3554",2018-11-13,"37",24
"3555",2018-11-13,"38",13
"3556",2018-11-13,"39",4
"3557",2018-11-13,"40",12
"3558",2018-11-13,"41",11
"3559",2018-11-13,"42",7
"3560",2018-11-13,"43",3
"3561",2018-11-13,"44",5
"3562",2018-11-13,"45",6
"3563",2018-11-13,"46",2
"3564",2018-11-13,"47",12
"3565",2018-11-13,"48",14
"3566",2018-11-13,"49",31
"3567",2018-11-13,"50",7
"3568",2018-11-14,"01",51
"3569",2018-11-14,"02",9
"3570",2018-11-14,"03",41
"3571",2018-11-14,"04",5
"3572",2018-11-14,"05",7
"3573",2018-11-14,"06",10
"3574",2018-11-14,"07",21
"3575",2018-11-14,"08",36
"3576",2018-11-14,"09",13
"3577",2018-11-14,"10",30
"3578",2018-11-14,"11",10
"3579",2018-11-14,"12",10
"3580",2018-11-14,"13",14
"3581",2018-11-14,"14",18
"3582",2018-11-14,"15",26
"3583",2018-11-14,"16",25
"3584",2018-11-14,"17",9
"3585",2018-11-14,"18",3
"3586",2018-11-14,"19",14
"3587",2018-11-14,"20",5
"3588",2018-11-14,"21",8
"3589",2018-11-14,"22",14
"3590",2018-11-14,"23",18
"3591",2018-11-14,"24",17
"3592",2018-11-14,"25",12
"3593",2018-11-14,"26",9
"3594",2018-11-14,"27",23
"3595",2018-11-14,"28",18
"3596",2018-11-14,"29",3
"3597",2018-11-14,"30",7
"3598",2018-11-14,"31",17
"3599",2018-11-14,"32",3
"3600",2018-11-14,"33",48
"3601",2018-11-14,"34",7
"3602",2018-11-14,"35",14
"3603",2018-11-14,"36",6
"3604",2018-11-14,"37",50
"3605",2018-11-14,"38",5
"3606",2018-11-14,"39",11
"3607",2018-11-14,"40",15
"3608",2018-11-14,"41",9
"3609",2018-11-14,"42",5
"3610",2018-11-14,"43",6
"3611",2018-11-14,"44",6
"3612",2018-11-14,"45",1
"3613",2018-11-14,"46",2
"3614",2018-11-14,"47",8
"3615",2018-11-14,"48",14
"3616",2018-11-14,"49",27
"3617",2018-11-14,"50",3
"3618",2018-11-15,"01",31
"3619",2018-11-15,"02",14
"3620",2018-11-15,"03",35
"3621",2018-11-15,"04",11
"3622",2018-11-15,"05",4
"3623",2018-11-15,"06",10
"3624",2018-11-15,"07",11
"3625",2018-11-15,"08",41
"3626",2018-11-15,"09",10
"3627",2018-11-15,"10",16
"3628",2018-11-15,"11",5
"3629",2018-11-15,"12",14
"3630",2018-11-15,"13",6
"3631",2018-11-15,"14",10
"3632",2018-11-15,"15",17
"3633",2018-11-15,"16",18
"3634",2018-11-15,"17",12
"3635",2018-11-15,"18",6
"3636",2018-11-15,"19",9
"3637",2018-11-15,"20",3
"3638",2018-11-15,"21",5
"3639",2018-11-15,"22",16
"3640",2018-11-15,"23",11
"3641",2018-11-15,"24",8
"3642",2018-11-15,"25",5
"3643",2018-11-15,"26",3
"3644",2018-11-15,"27",28
"3645",2018-11-15,"28",18
"3646",2018-11-15,"29",12
"3647",2018-11-15,"30",7
"3648",2018-11-15,"31",1
"3649",2018-11-15,"32",1
"3650",2018-11-15,"33",42
"3651",2018-11-15,"34",10
"3652",2018-11-15,"35",11
"3653",2018-11-15,"36",11
"3654",2018-11-15,"37",13
"3655",2018-11-15,"38",4
"3656",2018-11-15,"39",6
"3657",2018-11-15,"40",9
"3658",2018-11-15,"41",9
"3659",2018-11-15,"42",3
"3660",2018-11-15,"43",3
"3661",2018-11-15,"44",7
"3662",2018-11-15,"45",1
"3663",2018-11-15,"46",2
"3664",2018-11-15,"47",5
"3665",2018-11-15,"48",8
"3666",2018-11-15,"49",11
"3667",2018-11-15,"50",4
"3668",2018-11-16,"01",35
"3669",2018-11-16,"02",12
"3670",2018-11-16,"03",29
"3671",2018-11-16,"04",7
"3672",2018-11-16,"05",2
"3673",2018-11-16,"06",6
"3674",2018-11-16,"07",19
"3675",2018-11-16,"08",20
"3676",2018-11-16,"09",13
"3677",2018-11-16,"10",16
"3678",2018-11-16,"11",5
"3679",2018-11-16,"12",11
"3680",2018-11-16,"13",16
"3681",2018-11-16,"14",14
"3682",2018-11-16,"15",15
"3683",2018-11-16,"16",11
"3684",2018-11-16,"17",10
"3685",2018-11-16,"18",8
"3686",2018-11-16,"19",7
"3687",2018-11-16,"21",6
"3688",2018-11-16,"22",7
"3689",2018-11-16,"23",18
"3690",2018-11-16,"24",10
"3691",2018-11-16,"25",6
"3692",2018-11-16,"26",2
"3693",2018-11-16,"27",21
"3694",2018-11-16,"28",13
"3695",2018-11-16,"29",8
"3696",2018-11-16,"30",7
"3697",2018-11-16,"31",3
"3698",2018-11-16,"32",5
"3699",2018-11-16,"33",39
"3700",2018-11-16,"34",3
"3701",2018-11-16,"35",9
"3702",2018-11-16,"36",3
"3703",2018-11-16,"37",31
"3704",2018-11-16,"38",10
"3705",2018-11-16,"39",6
"3706",2018-11-16,"40",16
"3707",2018-11-16,"41",10
"3708",2018-11-16,"42",3
"3709",2018-11-16,"43",9
"3710",2018-11-16,"44",5
"3711",2018-11-16,"45",12
"3712",2018-11-16,"46",6
"3713",2018-11-16,"47",11
"3714",2018-11-16,"48",9
"3715",2018-11-16,"49",10
"3716",2018-11-16,"50",9
"3717",2018-11-17,"01",18
"3718",2018-11-17,"02",11
"3719",2018-11-17,"03",34
"3720",2018-11-17,"04",7
"3721",2018-11-17,"05",5
"3722",2018-11-17,"06",12
"3723",2018-11-17,"07",12
"3724",2018-11-17,"08",29
"3725",2018-11-17,"09",11
"3726",2018-11-17,"10",22
"3727",2018-11-17,"11",6
"3728",2018-11-17,"12",8
"3729",2018-11-17,"13",9
"3730",2018-11-17,"14",7
"3731",2018-11-17,"15",18
"3732",2018-11-17,"16",24
"3733",2018-11-17,"17",8
"3734",2018-11-17,"18",10
"3735",2018-11-17,"19",15
"3736",2018-11-17,"20",3
"3737",2018-11-17,"21",4
"3738",2018-11-17,"22",7
"3739",2018-11-17,"23",16
"3740",2018-11-17,"24",14
"3741",2018-11-17,"25",10
"3742",2018-11-17,"26",4
"3743",2018-11-17,"27",11
"3744",2018-11-17,"28",9
"3745",2018-11-17,"29",4
"3746",2018-11-17,"30",4
"3747",2018-11-17,"31",4
"3748",2018-11-17,"33",35
"3749",2018-11-17,"34",5
"3750",2018-11-17,"35",10
"3751",2018-11-17,"36",5
"3752",2018-11-17,"37",28
"3753",2018-11-17,"38",6
"3754",2018-11-17,"39",12
"3755",2018-11-17,"40",9
"3756",2018-11-17,"41",8
"3757",2018-11-17,"42",3
"3758",2018-11-17,"43",8
"3759",2018-11-17,"44",7
"3760",2018-11-17,"45",8
"3761",2018-11-17,"46",5
"3762",2018-11-17,"47",11
"3763",2018-11-17,"48",3
"3764",2018-11-17,"49",16
"3765",2018-11-17,"50",2
"3766",2018-11-18,"01",18
"3767",2018-11-18,"02",8
"3768",2018-11-18,"03",28
"3769",2018-11-18,"04",5
"3770",2018-11-18,"05",7
"3771",2018-11-18,"06",4
"3772",2018-11-18,"07",16
"3773",2018-11-18,"08",18
"3774",2018-11-18,"09",9
"3775",2018-11-18,"10",13
"3776",2018-11-18,"11",6
"3777",2018-11-18,"12",5
"3778",2018-11-18,"13",9
"3779",2018-11-18,"14",15
"3780",2018-11-18,"15",17
"3781",2018-11-18,"16",19
"3782",2018-11-18,"17",4
"3783",2018-11-18,"18",7
"3784",2018-11-18,"19",5
"3785",2018-11-18,"20",1
"3786",2018-11-18,"21",8
"3787",2018-11-18,"22",5
"3788",2018-11-18,"23",13
"3789",2018-11-18,"24",12
"3790",2018-11-18,"25",9
"3791",2018-11-18,"26",4
"3792",2018-11-18,"27",24
"3793",2018-11-18,"28",16
"3794",2018-11-18,"30",10
"3795",2018-11-18,"31",6
"3796",2018-11-18,"32",6
"3797",2018-11-18,"33",21
"3798",2018-11-18,"34",4
"3799",2018-11-18,"35",7
"3800",2018-11-18,"36",6
"3801",2018-11-18,"37",26
"3802",2018-11-18,"38",10
"3803",2018-11-18,"39",11
"3804",2018-11-18,"40",12
"3805",2018-11-18,"41",4
"3806",2018-11-18,"42",6
"3807",2018-11-18,"43",4
"3808",2018-11-18,"44",7
"3809",2018-11-18,"45",4
"3810",2018-11-18,"46",2
"3811",2018-11-18,"47",7
"3812",2018-11-18,"48",9
"3813",2018-11-18,"49",13
"3814",2018-11-18,"50",4
"3815",2018-11-19,"01",41
"3816",2018-11-19,"02",10
"3817",2018-11-19,"03",32
"3818",2018-11-19,"04",8
"3819",2018-11-19,"05",4
"3820",2018-11-19,"06",10
"3821",2018-11-19,"07",13
"3822",2018-11-19,"08",29
